Customer_ID,Customer_Name,Gender,Age,State,City,Bank_Branch,Account_Type,Transaction_ID,Transaction_Date,Transaction_Time,Transaction_Amount,Merchant_ID,Transaction_Type,Merchant_Category,Account_Balance,Transaction_Device,Transaction_Location,Device_Type,Is_Fraud,Transaction_Currency,Customer_Contact,Transaction_Description,Customer_Email
01d511dd-afbd-40bf-937e-0d5b0fe38ff2,Lakshit Thaman,Male,45,Uttar Pradesh,Meerut,Meerut Branch,Checking,c74e656c-099a-4c48-976e-83d920514c74,10-01-2025,02:33:30,36809.28,c0184068-7187-4e50-bc79-fd9677d0d32f,Credit,Clothing,89235.1,Virtual Card,"Meerut, Uttar Pradesh",Desktop,0,INR,+9192342XXXXXX,Luxury item purchase,lakshitXXXXX@XXXXXXX.com
d8ce78d7-7cd2-4a0c-ba34-9f31a6219286,Nandini Grewal,Female,64,Punjab,Patiala,Patiala Branch,Business,f288f200-b26a-4bee-b964-49cf604f733b,05-01-2025,04:50:42,19017.13,2ea6e183-9566-41fd-98a8-e9a2ef4993b9,Transfer,Entertainment,19502.7,POS Terminal,"Patiala, Punjab",Desktop,0,INR,+9196767XXXXXX,Subscription renewal,nandiniXXX@XXXXXX.com
b8a96811-9b3c-4579-95a7-b4c92e33b58d,Garima Wali,Female,69,Telangana,Karimnagar,Karimnagar Branch,Checking,f6e27f27-5091-4fc7-93a8-eabc9388e560,22-01-2025,21:05:01,10420.13,f8aae659-23ab-4205-bffd-e6b5fe298b3f,Debit,Health,64172.63,Web Browser,"Karimnagar, Telangana",ATM,0,INR,+9197643XXXXXX,Meal plan,garimaXXXXX@XXXXX.com
bf0f766d-d6dd-47bc-9191-4e63ff5ee329,Andrew Kapadia,Male,66,Goa,Panaji,Panaji Branch,Checking,3e7ef56a-cf30-4230-a85a-044416a28363,29-01-2025,00:09:12,22594.99,81dd6d1e-4699-4f75-a139-d42e4a9ae21c,Debit,Groceries,65889.07,Payment Gateway Device,"Panaji, Goa",POS,0,INR,+9195520XXXXXX,Subscription payment,andrewXXXXX@XXXXXX.com
011389d3-3e0c-4857-92df-af86d2ce6d66,Ronith Dora,Male,47,Uttar Pradesh,Kanpur,Kanpur Branch,Checking,e5dc4f8e-b798-4d8d-b28b-2e673943d9df,09-01-2025,22:45:40,16092.52,8f395c6e-4ed1-43dc-af27-74ed4208ff3c,Debit,Restaurant,49915.35,Virtual Card,"Kanpur, Uttar Pradesh",ATM,0,INR,+9192899XXXXXX,School fee payment,ronithXXXXX@XXXXXX.com
d8ff40a2-751b-4600-b9e3-5e5a924d732f,Zansi Pant,Female,41,Arunachal Pradesh,Tawang,Tawang Branch,Savings,62b4de2c-46ce-4673-a0ff-449af8606e70,29-01-2025,05:59:17,77265.5,dfc779e2-61ef-40ad-89a8-fc4870f8444c,Debit,Groceries,26052.19,Banking Chatbot,"Tawang, Arunachal Pradesh",Mobile,0,INR,+9195098XXXXXX,Penalty fee,zansiXXXX@XXXXXX.com
91db7b3b-3fc7-4f95-b1d6-fea051e9a4b6,Madhavi Pai,Male,41,Punjab,Chandigarh,Chandigarh Branch,Checking,112439cd-483b-426b-be58-408601a578a0,24-01-2025,22:08:51,79399.34,65c56b13-c0a4-42d2-b423-03c80476ac48,Withdrawal,Restaurant,65982.83,Self-service Banking Machine,"Chandigarh, Punjab",POS,0,INR,+9199784XXXXXX,Jewelry purchase,madhaviXXXXX@XXXXXXX.com
84d93c03-9b38-40ce-92ad-4aec39e867d9,Parth Chaudry,Male,45,Tripura,Ambassa,Ambassa Branch,Checking,44a1f6c6-efe1-4d72-a2bb-517dafb1fff7,05-01-2025,13:05:33,48564.0,eac94671-7cb2-47dd-9620-ada4a9655ef4,Debit,Clothing,20542.48,Payment Gateway Device,"Ambassa, Tripura",ATM,0,INR,+9192562XXXXXX,Insurance claim,parthXXXX@XXXXXXX.com
8bc2158e-27cc-4c2d-a687-bc9a5ca1e947,Osha Viswanathan,Female,51,Chhattisgarh,Bilaspur,Bilaspur Branch,Savings,3b78e4af-592c-46ee-b1f9-7ea62d008907,25-01-2025,07:33:50,21032.44,cd163acf-3720-4c51-af63-4290193abdc1,Withdrawal,Groceries,35614.01,ATM Booth Kiosk,"Bilaspur, Chhattisgarh",ATM,0,INR,+9191621XXXXXX,Moving services payment,oshaXXXXX@XXXXX.com
13ef1063-8ac4-41f9-a8e4-e62e342b0135,Dayita Iyengar,Male,33,Tamil Nadu,Salem,Salem Branch,Checking,0ceb8a8e-246e-4075-82e9-fd5f6bafe967,19-01-2025,06:37:28,81390.43,83fe9789-40c1-4d9f-8b59-84f6158d0270,Transfer,Groceries,47056.84,POS Mobile App,"Salem, Tamil Nadu",POS,0,INR,+9197332XXXXXX,Fund transfer,dayitaXXXXX@XXXXXX.com
3d603f65-522d-4d17-bbc4-bac77fee925b,Maanav Sekhon,Male,33,Bihar,Munger,Munger Branch,Business,e17d0408-7d23-4f92-b46b-32c3eeb97e3e,10-01-2025,10:57:27,24577.79,0bc50412-73f7-46d2-aae1-dba48f6e3dba,Bill Payment,Health,17271.75,Smart Card,"Munger, Bihar",Mobile,0,INR,+9191449XXXXXX,Senior citizen care,maanavXXXX@XXXXX.com
c7883ac8-fa18-4501-9f76-6df7141ea6bc,Meera Gara,Male,56,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Silvassa Branch,Checking,cf750667-aa99-4a35-9578-48c6b9f57817,01-01-2025,23:41:35,96002.38,161fc49a-2854-4595-977f-c5a2b6c9b9d4,Transfer,Health,74022.09,Mobile Device,"Silvassa, Dadra and Nagar Haveli and Daman and Diu",ATM,0,INR,+9191001XXXXXX,Ridesharing service,meeraXXXXX@XXXXXX.com
e6a5a184-a887-47dd-8703-34261fe1a48b,Libni Krishnan,Male,21,Andaman and Nicobar Islands,Car Nicobar,Car Nicobar Branch,Checking,94c0e0ad-0d33-427e-a121-ef247b8b4d52,05-01-2025,10:56:04,68830.21,0c87e464-3536-45fe-a857-3773f2e82b1d,Credit,Entertainment,48331.22,Self-service Banking Machine,"Car Nicobar, Andaman and Nicobar Islands",ATM,0,INR,+9199309XXXXXX,Installment payment,libniXXXX@XXXXXX.com
0da08e04-4aea-4efe-ba7d-b9d8042c15dd,Hemani Chaudhry,Female,45,Uttar Pradesh,Varanasi,Varanasi Branch,Business,5d31d241-5f6d-4643-90f1-ddcc40ace28a,11-01-2025,11:14:30,15076.01,1c933e87-adb7-4f48-b25c-7ff3f8c61ee0,Credit,Health,66774.4,Voice Assistant,"Varanasi, Uttar Pradesh",Desktop,0,INR,+9199196XXXXXX,Hiring fee,hemaniXXXXX@XXXXXX.com
46c081f0-88d6-4efb-996c-9ef25c7e40fc,Diya Bahl,Female,44,Gujarat,Bhavnagar,Bhavnagar Branch,Savings,f35c186d-bfee-474c-9e17-c2efe05d3696,14-01-2025,17:20:53,13951.14,c6e815b9-f692-4f31-a462-5cbd67146c61,Debit,Groceries,88713.74,Web Browser,"Bhavnagar, Gujarat",ATM,0,INR,+9198310XXXXXX,Pharmacy bill,diyaXXXXX@XXXXXXX.com
91a823e0-bb43-43fb-9e3a-baff4d6b3ef3,Wyatt Karpe,Male,38,Delhi,North Delhi,North Delhi Branch,Business,a3e85f86-20a1-4a44-ba74-b994a5bb63fd,02-01-2025,08:53:18,30797.41,801aefa3-2438-474d-88fa-f40f27cadde4,Withdrawal,Electronics,85267.93,ATM,"North Delhi, Delhi",Desktop,0,INR,+9199436XXXXXX,Mutual fund investment,wyattXXX@XXXXXXX.com
397b7b78-27bc-4e7e-8675-30ced5e86077,Madhav Ben,Male,53,Kerala,Kochi,Kochi Branch,Savings,b8878119-ced9-4322-bfe8-81fa63841758,10-01-2025,23:45:28,44182.89,6bf48b0f-fda8-4b67-ba21-a8834e73284b,Debit,Electronics,6687.28,Wearable Device,"Kochi, Kerala",POS,0,INR,+9192282XXXXXX,Fuel purchase,madhavXXX@XXXXXXX.com
185f3271-ebee-4550-92e6-cc8dfde15add,Harinakshi Chada,Male,49,Manipur,Churachandpur,Churachandpur Branch,Business,d17c7c7f-78b7-4176-98b5-7938928c498c,14-01-2025,18:28:57,47136.47,53d9c006-8c22-44ee-b7f7-49d865fc6a15,Withdrawal,Groceries,6272.73,ATM,"Churachandpur, Manipur",Desktop,0,INR,+9197957XXXXXX,Crowdfunding contribution,harinakshiXXXXX@XXXXX.com
c06c477a-a8ee-4746-9e46-7146469ac107,Orinder Upadhyay,Female,41,Gujarat,Rajkot,Rajkot Branch,Savings,f684ee19-09d4-491b-95c5-8e9336e7040e,03-01-2025,07:58:57,11991.65,b2719ea6-8c77-406d-9e49-0232c5829f78,Withdrawal,Groceries,38269.01,Self-service Banking Machine,"Rajkot, Gujarat",ATM,0,INR,+9198272XXXXXX,Taxi booking,orinderXXX@XXXXXXX.com
366250a8-8cda-4bcf-a6d0-e248bb42ed66,Jatin Saxena,Female,51,Nagaland,Dimapur,Dimapur Branch,Business,499f9dc3-f0af-479d-981b-0c5dd2d85302,05-01-2025,10:13:49,55959.15,5a5e48bf-c7a7-4628-be24-e3aa6a704cc2,Bill Payment,Electronics,41200.65,QR Code Scanner,"Dimapur, Nagaland",Mobile,0,INR,+9194117XXXXXX,Online subscription,jatinXXXX@XXXXX.com
a3c7ece4-3035-4aa9-9b16-17dba5cdc610,Geetika Muni,Female,49,Chhattisgarh,Jagdalpur,Jagdalpur Branch,Savings,fa160f2e-c446-4e22-8f38-0ba08e784849,13-01-2025,08:55:30,62036.35,34d5bc7d-af3f-47cf-a0f6-0977a1dc9d3f,Bill Payment,Restaurant,53687.4,Tablet,"Jagdalpur, Chhattisgarh",POS,0,INR,+9195939XXXXXX,Online book purchase,geetikaXXXX@XXXXXXX.com
9d8b53e6-0e56-4299-8f13-150bb39799ed,Ojas Pandit,Female,46,Maharashtra,Nashik,Nashik Branch,Savings,9f099e22-cda2-42eb-8d82-fe04d0a397bf,18-01-2025,13:20:34,18520.6,49f19ede-d784-4eab-95b2-a4f2c334fee4,Withdrawal,Clothing,67090.59,ATM,"Nashik, Maharashtra",Desktop,0,INR,+9195706XXXXXX,Bank transfer,ojasXXX@XXXXXX.com
800522ec-1aeb-4316-aab0-463502caec3f,Parth Sachdeva,Female,59,Gujarat,Bhavnagar,Bhavnagar Branch,Savings,0736bc60-3c58-4c4f-b13b-202787ace9d0,27-01-2025,01:21:10,50634.42,114aa554-cd15-4046-8f6b-aa9e809f421a,Debit,Groceries,55520.7,Banking Chatbot,"Bhavnagar, Gujarat",POS,0,INR,+9198313XXXXXX,Credit card payment,parthXXX@XXXXX.com
cdf9e48d-375a-415c-93fc-6c9d519657d0,Charita Soni,Female,19,Maharashtra,Aurangabad,Aurangabad Branch,Savings,41451f0c-fc23-47bd-b1c9-86701b0ab83e,06-01-2025,20:31:23,60894.8,6402cfb4-b315-4c2c-b085-3e54280b7d37,Bill Payment,Restaurant,99452.71,POS Terminal,"Aurangabad, Maharashtra",POS,0,INR,+9194491XXXXXX,Gifts for family,charitaXXXXX@XXXXXX.com
b20cc8ce-d574-4df8-ac83-ece8c1c5fa8c,Sanya Nori,Female,36,Rajasthan,Udaipur,Udaipur Branch,Savings,ce96958e-7e62-418f-95e5-3a7921f9ad37,02-01-2025,23:13:17,3392.47,156806f8-c6a4-40d6-b74c-53b0e94c8feb,Debit,Entertainment,55531.0,Banking Chatbot,"Udaipur, Rajasthan",POS,0,INR,+9195816XXXXXX,Online subscription,sanyaXXXXX@XXXXX.com
2d69aa15-5ac8-405c-ac49-197305a9f619,Balendra Parsa,Female,19,Jharkhand,Ranchi,Ranchi Branch,Checking,3a4eebe0-f1d1-4226-9830-302da818ab4c,29-01-2025,08:46:45,42185.47,e533368e-d8fc-46b2-a5e3-3d0e5eb924ba,Withdrawal,Restaurant,73861.77,ATM,"Ranchi, Jharkhand",ATM,0,INR,+9191891XXXXXX,Gift for partner,balendraXXX@XXXXXX.com
a86e77b2-2959-4f70-9b02-9768e42b922e,Suhani Kalla,Male,46,Punjab,Chandigarh,Chandigarh Branch,Business,7a53294e-e8df-406f-804a-af49871d4470,23-01-2025,22:12:31,84808.2,606969a2-91c7-4f83-9b61-9f36061b6661,Withdrawal,Electronics,97398.24,ATM,"Chandigarh, Punjab",ATM,0,INR,+9198338XXXXXX,Utility service,suhaniXXXX@XXXXX.com
4b7eb335-2a38-4a46-9dc7-6965f9c3e75a,Harinakshi Hegde,Female,32,Gujarat,Surat,Surat Branch,Business,20a7e43a-1db2-4eb4-a509-24ca58180251,04-01-2025,23:29:04,46824.2,ac93ff0b-7d30-46d9-bc79-bc768fb6cb60,Debit,Groceries,99260.53,Desktop/Laptop,"Surat, Gujarat",Desktop,0,INR,+9198868XXXXXX,Bank fee,harinakshiXXX@XXXXXX.com
8f653794-fd2c-47b3-99b4-bed54c727ed6,Jagat Shetty,Female,29,Tripura,Udaipur,Udaipur Branch,Savings,1cb4cce1-735e-4c38-82d9-7a439040c6c9,22-01-2025,02:45:11,72926.3,0c59d13a-5337-4983-8574-3874b0bc82a2,Transfer,Electronics,77737.34,Biometric Scanner,"Udaipur, Tripura",POS,0,INR,+9199425XXXXXX,Luxury item purchase,jagatXXXX@XXXXXXX.com
888c9945-1d3b-4aa5-8d74-6032e2fbb0c0,Zaid Raja,Male,38,Mizoram,Aizawl,Aizawl Branch,Business,b9bd7dda-f872-464d-914c-d6c55fe1735b,27-01-2025,10:43:41,61931.22,70733c39-222e-4c25-8090-b3dcf70e6b49,Withdrawal,Health,80737.84,ATM,"Aizawl, Mizoram",POS,0,INR,+9197296XXXXXX,Loyalty points redemption,zaidXXXXX@XXXXXXX.com
3c9c26fa-7748-4e76-970f-57aed65fb175,Sanaya Nair,Male,35,Arunachal Pradesh,Ziro,Ziro Branch,Savings,fe787a06-6708-4772-9ba8-db2d6bf0056e,13-01-2025,20:39:23,25725.57,df9d2113-adc4-431b-a807-c46e50f31b17,Debit,Clothing,35290.28,Debit/Credit Card,"Ziro, Arunachal Pradesh",ATM,0,INR,+9196191XXXXXX,Home renovation,sanayaXXX@XXXXXX.com
e7a8b28e-1b8a-4e7b-9217-2985834ca476,Kiaan Ahuja,Female,28,Punjab,Patiala,Patiala Branch,Checking,9e8456bb-928a-4995-b4f9-73f2ed4bf651,05-01-2025,10:59:42,71320.27,fb3239c3-c7a8-4d2a-8aaf-eac7974c0811,Bill Payment,Restaurant,46786.08,POS Terminal,"Patiala, Punjab",ATM,0,INR,+9195582XXXXXX,Online gaming,kiaanXXXX@XXXXX.com
d0b75240-7f58-4dc1-9992-23344f5753a4,Pranav Badami,Male,19,Lakshadweep,Kavaratti,Kavaratti Branch,Business,bdf77ef6-f831-4c7b-9ec8-f0678182ec17,13-01-2025,20:50:54,48535.61,cbb17a1e-f741-422f-848f-c8fd2082350a,Transfer,Electronics,61776.97,Debit/Credit Card,"Kavaratti, Lakshadweep",ATM,0,INR,+9195882XXXXXX,Personal finance consulting,pranavXXX@XXXXX.com
76e4a516-7e85-4aeb-8a65-40f7b12613b9,Fiyaz Chauhan,Male,38,Arunachal Pradesh,Naharlagun,Naharlagun Branch,Checking,468555e0-2835-4a00-9488-63078c8a2b0b,28-01-2025,23:18:34,20767.55,0a765334-db1e-4ba7-8215-7398685b093b,Debit,Electronics,81027.36,Desktop/Laptop,"Naharlagun, Arunachal Pradesh",Mobile,0,INR,+9198344XXXXXX,Gift for colleague,fiyazXXXXX@XXXXX.com
c4d62dee-bc2d-4668-aa10-141eead8a162,Balveer Tailor,Female,26,Mizoram,Kolasib,Kolasib Branch,Savings,540dac03-2164-4759-a320-eca432f9c846,05-01-2025,20:33:16,58787.66,b0cb9e14-ec85-4cbd-af18-8fe5950dfe6b,Withdrawal,Clothing,61365.35,ATM,"Kolasib, Mizoram",ATM,0,INR,+9195909XXXXXX,Installment payment,balveerXXXX@XXXXXXX.com
9acdcbd9-bacc-4aa2-ba0d-2c6fa2c0baed,Vamakshi Mangal,Male,60,Assam,Guwahati,Guwahati Branch,Savings,33154a46-9b5e-43d9-ae50-3fa0e4a7634e,05-01-2025,12:33:27,15686.43,a0048be9-87d7-4641-a51e-5c1c2e6ea577,Transfer,Electronics,55770.02,Voice Assistant,"Guwahati, Assam",ATM,0,INR,+9198639XXXXXX,Airline ticket,vamakshiXXXX@XXXXX.com
a60871b1-e4c9-4ec0-a731-4ded2d930fd0,Anirudh Dubey,Male,28,Odisha,Cuttack,Cuttack Branch,Savings,78f3af1a-f267-44f4-b5cb-9ee4346ca44d,19-01-2025,04:01:33,27862.73,897f3160-c74f-4de1-a03d-a64be1cd7390,Credit,Health,47595.6,QR Code Scanner,"Cuttack, Odisha",POS,0,INR,+9194968XXXXXX,Bitcoin transaction,anirudhXXXX@XXXXX.com
476e3e35-78af-4dea-bbfc-24cb327044c0,Brijesh Mohanty,Female,66,Uttarakhand,Dehradun,Dehradun Branch,Business,a79efcba-c91b-4cbb-ad2e-8113ab0282c2,01-01-2025,21:23:38,83341.91,3a1cd403-40bc-473b-ab7d-cfedfc417b30,Credit,Clothing,44068.91,Banking Chatbot,"Dehradun, Uttarakhand",Desktop,0,INR,+9199781XXXXXX,Travel expenses,brijeshXXXXX@XXXXX.com
b767d407-7abb-4202-a711-d5afdedc4b18,Champak Khatri,Female,44,Punjab,Jalandhar,Jalandhar Branch,Business,de5682da-5c90-4a86-919c-0fe38d1001af,25-01-2025,17:28:13,55049.35,73bab2d1-a400-4ab7-8472-ed81ce7e4752,Debit,Restaurant,47075.53,Tablet,"Jalandhar, Punjab",ATM,0,INR,+9197177XXXXXX,Subscription fee,champakXXXXX@XXXXX.com
21a4d481-c365-451d-b4bf-e4a13e2d8ac7,Yug Chana,Male,23,Mizoram,Kolasib,Kolasib Branch,Business,8c150388-8f2d-4abc-963a-dbcb962e1f21,30-01-2025,13:51:06,82618.15,d8a5561a-27ce-4e65-849e-86c6afc16919,Bill Payment,Clothing,26753.7,Wearable Device,"Kolasib, Mizoram",ATM,0,INR,+9198474XXXXXX,Camping gear purchase,yugXXXX@XXXXXX.com
7ce07061-5427-46ca-b343-290a9d45cfee,Aradhana Issac,Female,56,Bihar,Munger,Munger Branch,Checking,d5213bad-c211-4eec-acd9-d6a44e0c66cf,25-01-2025,11:20:00,85969.28,e45e235d-b8a5-4967-adde-a4eb51f36965,Withdrawal,Groceries,16388.65,ATM,"Munger, Bihar",Desktop,0,INR,+9191878XXXXXX,Tuition fee payment,aradhanaXXX@XXXXXX.com
fbbb237c-3e87-40c2-a969-a9ae54308ee1,Mason Dixit,Male,67,Maharashtra,Nagpur,Nagpur Branch,Business,4bae20c6-b6ee-4238-8b07-969f20bda1f2,01-01-2025,04:59:39,10856.49,06d86096-e0dc-43a6-9fd3-509204aae7fb,Credit,Clothing,46470.37,Bank Branch,"Nagpur, Maharashtra",ATM,0,INR,+9194085XXXXXX,Clothing purchase,masonXXX@XXXXXX.com
01555826-dc9d-4544-81eb-43c94543186d,Adya Borra,Female,22,Punjab,Jalandhar,Jalandhar Branch,Business,28cba09e-b672-4336-a188-c61242613e47,21-01-2025,00:48:57,71022.2,f4512e95-8359-44a8-8b48-f03b4bebddb0,Transfer,Health,76582.22,ATM,"Jalandhar, Punjab",ATM,0,INR,+9195317XXXXXX,Membership subscription,adyaXXXXX@XXXXXX.com
f142c9f0-2270-481f-a647-4026922e12a3,Anay Prabhu,Female,26,Delhi,South Delhi,South Delhi Branch,Savings,b6d6c129-a4ba-471c-afd2-094a7b8165db,09-01-2025,05:39:37,17979.55,02523242-079c-4bc7-a950-8c7cf9eadd3a,Transfer,Clothing,14274.53,Biometric Scanner,"South Delhi, Delhi",POS,0,INR,+9194659XXXXXX,Bike rental,anayXXXXX@XXXXX.com
80f0bf42-3252-41b7-8fe5-93d58971c1ec,Eshana Char,Male,63,Punjab,Patiala,Patiala Branch,Savings,1370392a-e4e6-4939-922c-9b1d93ef5f69,04-01-2025,17:25:29,55415.22,ab528780-9ef3-497e-889f-5b32e89787e1,Transfer,Clothing,66118.82,POS Mobile App,"Patiala, Punjab",Desktop,0,INR,+9194388XXXXXX,Wedding anniversary gift,eshanaXXXX@XXXXXX.com
b5d3987e-c085-4da5-91dd-c89a73f646e6,Chanakya Chaudry,Female,49,Puducherry,Karaikal,Karaikal Branch,Checking,8016da0d-945a-4dff-829a-fd04f123fa9f,03-01-2025,05:37:18,53555.71,7c96951b-eea1-4914-adf7-8095640e8472,Debit,Groceries,83020.47,Desktop/Laptop,"Karaikal, Puducherry",Mobile,0,INR,+9193712XXXXXX,Membership subscription,chanakyaXXXX@XXXXXX.com
c87e6a49-2603-4fe1-924d-a51fb4d21e5f,Ishani Oommen,Male,45,Puducherry,Yanam,Yanam Branch,Business,96768028-7ebd-440b-b411-0d9d5186dc03,05-01-2025,10:58:02,81264.14,6aa8e5a9-4415-4a57-9bb1-65463d7162a2,Withdrawal,Restaurant,91155.41,Self-service Banking Machine,"Yanam, Puducherry",Mobile,0,INR,+9194617XXXXXX,Tax payment,ishaniXXXXX@XXXXXX.com
b2b93c52-1b66-4295-b2b9-239300c1478c,Nathaniel Badami,Female,53,Odisha,Berhampur,Berhampur Branch,Business,7bd88123-06d7-44bc-82c4-b0434c01f58c,14-01-2025,21:35:08,68629.16,a77cb016-786f-41ca-b297-28f359403438,Credit,Restaurant,79345.98,ATM Booth Kiosk,"Berhampur, Odisha",Mobile,0,INR,+9192451XXXXXX,Healthcare premium,nathanielXXX@XXXXXXX.com
d0345032-0d70-42d4-804d-2b8cbc0dea01,Laksh Bath,Male,31,Gujarat,Ahmedabad,Ahmedabad Branch,Checking,127323b6-b814-4c07-b1ae-d80690c4f6c3,17-01-2025,07:14:50,62792.34,65244258-2cd0-42c6-8a34-7c396e8f85fe,Transfer,Clothing,84149.11,QR Code Scanner,"Ahmedabad, Gujarat",ATM,0,INR,+9194803XXXXXX,Restaurant dining,lakshXXXXX@XXXXX.com
7ea8200e-8ac0-4593-942e-5f6dd7b6502e,Vedant Sharma,Male,47,West Bengal,Asansol,Asansol Branch,Business,13613397-c8bc-4cf0-8285-d8476dff82f6,15-01-2025,22:01:26,1475.91,2e8605cb-6ce8-419b-af52-38f6557ba9f1,Credit,Restaurant,43970.55,Desktop/Laptop,"Asansol, West Bengal",Mobile,0,INR,+9196018XXXXXX,Cafe purchase,vedantXXXX@XXXXX.com
